,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,max_torque_rpm,auto_mark
4120,Datsun GO Plus Anniversary Edition,2018,475000,40000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,104.0,7.0,4000.0,Datsun
4121,Toyota Etios Liva GD,2012,275000,120000,Diesel,Individual,Manual,Second Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Toyota
4122,Tata Indica DLX,2003,40000,70000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Tata
4123,Maruti Alto 800 VXI,2018,300000,15000,Petrol,Individual,Manual,Second Owner,24.7,796.0,47.3,69.0,5.0,3500.0,Maruti
4124,Tata Indica Vista Terra TDI BSIII,2011,70000,80000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,135.0,5.0,2500.0,Tata
4125,Ford EcoSport 1.5 TDCi Titanium BSIV,2017,900000,60000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,5.0,3250.0,Ford
4126,Toyota Etios 1.4 VXD,2017,650000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.04,170.0,5.0,2400.0,Toyota
4127,Hyundai Santro DX,2003,55000,120000,Petrol,Individual,Manual,Third Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Hyundai
4128,Maruti Zen LXI,2000,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,78.0,5.0,4500.0,Maruti
4129,Renault Duster 85PS Diesel RxL Optional,2013,475000,250000,Diesel,Individual,Manual,First Owner,20.46,1461.0,83.8,200.0,5.0,1900.0,Renault
4130,Hyundai Santro Era,2019,425000,15000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,99.0,5.0,4500.0,Hyundai
4131,Maruti Ciaz ZDi Plus SHVS,2017,900000,65000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200.0,5.0,1750.0,Maruti
4132,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,150000,70000,Petrol,Individual,Manual,Second Owner,16.5,1172.0,65.0,96.0,5.0,3000.0,Tata
4133,Maruti Wagon R LXI BS IV,2016,400000,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
4134,Mahindra Scorpio S4 Plus,2016,800000,79500,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,280.0,7.0,2800.0,Mahindra
4135,Hyundai Santro Xing XS,2007,165000,90000,Petrol,Individual,Manual,Third Owner,17.8,1086.0,63.0,0.9993218887183698,5.0,3000.0,Hyundai
4136,Nissan Terrano XL 85 PS,2015,1000000,110000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200.0,5.0,1900.0,Nissan
4137,Hyundai Verna 1.6 SX CRDi (O),2011,390000,153000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4138,Ford Fiesta 1.4 Duratec ZXI,2008,136000,200185,Petrol,Individual,Manual,First Owner,16.6,1388.0,68.0,1.6621374271540232,5.0,2000.0,Ford
4139,Maruti Swift Dzire ZDI,2013,475000,149000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
4140,Ford Figo 1.5D Titanium MT,2016,515000,100000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,Ford
4141,Maruti Ignis 1.2 Delta BSIV,2018,535000,12000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,113.0,5.0,4200.0,Maruti
4142,Hyundai i10 Magna,2011,215000,40000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.7,5.0,4000.0,Hyundai
4143,Maruti Zen LXI,1997,70000,100000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,78.0,5.0,4500.0,Maruti
4144,Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,445000,27000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,113.75,5.0,4000.0,Hyundai
4145,Maruti Wagon R VXI BS IV,2015,335000,120000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90.0,5.0,3500.0,Maruti
4146,Maruti Eeco 5 Seater AC BSIV,2014,300000,49025,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101.0,5.0,3000.0,Maruti
4147,Tata Nano Twist XE,2015,110000,15000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.5,51.0,4.0,4500.0,Tata
4148,Maruti Alto K10 LXI,2014,240000,90000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90.0,5.0,3500.0,Maruti
4149,BMW 7 Series 730Ld,2010,2000000,90000,Diesel,Individual,Automatic,Second Owner,14.49,2993.0,258.0,560.0,5.0,1500.0,BMW
4150,Chevrolet Tavera B1-10 seats BSII,2009,295000,195000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80.0,1.9374608046580637,10.0,1800.0,Chevrolet
4151,Mahindra Scorpio 2.6 CRDe,2006,310000,90000,Diesel,Individual,Manual,Third Owner,10.5,2179.0,120.0,290.0,8.0,2800.0,Mahindra
4152,Maruti 800 AC,1997,29999,80000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,59.0,4.0,2500.0,Maruti
4153,Honda City i VTEC VX Option BL,2016,925000,22000,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,145.0,5.0,4600.0,Honda
4154,Maruti Swift Dzire 1.2 Vxi BSIV,2012,350000,35000,Petrol,Individual,Manual,First Owner,17.5,1197.0,85.8,114.0,5.0,4000.0,Maruti
4155,Maruti Swift Dzire VXI,2013,385000,120000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114.0,5.0,4000.0,Maruti
4156,Mahindra XUV500 AT W10 AWD,2016,1300000,40000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,Mahindra
4157,Ford Fiesta 1.6 Duratec EXI,2009,210000,60000,Petrol,Individual,Manual,Third Owner,15.3,1596.0,101.0,1.5193771573371133,5.0,3400.0,Ford
4158,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Individual,Manual,First Owner,10.5,2179.0,120.0,290.0,7.0,2800.0,Mahindra
4159,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,112000,Diesel,Individual,Manual,First Owner,10.5,2609.0,120.0,290.0,9.0,2800.0,Mahindra
4160,Ford Figo Diesel ZXI,2011,170000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,Ford
4161,Honda City i DTEC VX,2014,650000,140000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,200.0,5.0,1750.0,Honda
4162,Maruti Esteem AX,1997,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,15.9,1298.0,85.0,110.0,5.0,4500.0,Maruti
4163,Maruti Alto LXi,2012,145000,70000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4164,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,681000,27000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,230.0,5.0,2500.0,Volkswagen
4165,Honda City i DTec VX,2016,750000,86000,Diesel,Individual,Manual,Third Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,Honda
4166,Maruti Alto LXi,2007,110000,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4167,Maruti Wagon R AX BSIII,2006,100000,100000,Petrol,Individual,Automatic,Second Owner,16.0,1061.0,64.0,0.8769559431610183,5.0,3500.0,Maruti
4168,Maruti Alto K10 VXI,2016,260000,120000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90.0,5.0,3500.0,Maruti
4169,Maruti Swift 1.3 VXi,2007,150000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Maruti
4170,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,115.0,6.0,3600.0,Mahindra
4171,Hyundai i20 Asta,2009,200000,81000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,1.1624764827948384,5.0,4000.0,Hyundai
4172,Chevrolet Beat LS,2011,125000,90000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,Chevrolet
4173,Maruti 800 Std,2001,45000,60000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59.0,4.0,2500.0,Maruti
4174,Chevrolet Beat LS,2012,124000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,108.0,5.0,4400.0,Chevrolet
4175,Tata Indica GLS BS IV,2007,80000,80000,Petrol,Individual,Manual,Third Owner,15.3,1193.0,65.3,102.0,5.0,2600.0,Tata
4176,Maruti Ertiga VXI CNG Limited Edition,2014,545000,35000,CNG,Individual,Manual,First Owner,22.8,1373.0,80.9,110.0,7.0,4000.0,Maruti
4177,Maruti Ertiga ZDI Plus,2019,1050000,20000,Diesel,Individual,Manual,First Owner,25.47,1248.0,88.5,200.0,7.0,1750.0,Maruti
4178,Chevrolet Sail 1.2 LS,2015,200000,50000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,108.5,5.0,5000.0,Chevrolet
4179,Mahindra XUV500 AT W10 FWD,2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,330.0,7.0,2800.0,Mahindra
4180,Mahindra XUV500 W6 2WD,2014,750000,50000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330.0,7.0,2800.0,Mahindra
4181,Tata Tiago 1.2 Revotron XZ,2016,425000,13500,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,114.0,5.0,3500.0,Tata
4182,Maruti Alto 800 LXI Optional,2016,300000,38000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69.0,5.0,3500.0,Maruti
4183,Maruti Ertiga ZDI Plus,2019,1200000,14000,Diesel,Individual,Manual,First Owner,25.47,1248.0,88.5,200.0,7.0,1750.0,Maruti
4184,Honda Civic 1.8 V MT,2009,240000,70000,Petrol,Individual,Manual,First Owner,13.5,1799.0,130.0,172.0,5.0,4300.0,Honda
4185,Mahindra KUV 100 mFALCON D75 K8,2016,450000,55000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,Mahindra
4186,Maruti Wagon R LXI,2006,80000,150000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90.0,5.0,3500.0,Maruti
4187,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,500000,160000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195.0,7.0,2200.0,Mahindra
4188,Chevrolet Sail Hatchback Diesel Base,2013,295000,50000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,205.0,5.0,1750.0,Chevrolet
4189,Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135.0,5.0,2500.0,Tata
4190,Hyundai Verna 1.6 SX,2013,700000,76460,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4191,Ford Figo Diesel Titanium,2011,180000,125000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,160.0,5.0,2000.0,Ford
4192,Mahindra Verito 1.5 D2 BSIII,2012,225000,110000,Diesel,Individual,Manual,Second Owner,20.8,1461.0,65.0,160.0,5.0,2000.0,Mahindra
4193,Hyundai EON Era Plus,2017,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4194,Honda City i DTEC SV,2015,625000,30000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200.0,5.0,1750.0,Honda
4195,Hyundai i10 Magna LPG,2013,275000,70000,LPG,Individual,Manual,Second Owner,19.2,1086.0,68.05,99.04,5.0,4500.0,Hyundai
4196,Hyundai i10 Era,2013,245000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04,5.0,4500.0,Hyundai
4197,Maruti Zen Estilo VXI BSIV,2010,160000,200000,Petrol,Individual,Manual,First Owner,19.0,998.0,67.1,90.0,5.0,3500.0,Maruti
4198,Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5,5.0,4000.0,Hyundai
4199,Honda Amaze E i-Dtech,2014,450000,76000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,200.0,5.0,1750.0,Honda
4200,Tata Indica V2 DLS,2007,85000,150000,Diesel,Individual,Manual,Second Owner,17.2,1396.0,53.5,0.866758781031239,5.0,2500.0,Tata
4201,Toyota Innova Crysta 2.4 VX MT BSIV,2018,1938000,35000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,343.0,7.0,2800.0,Toyota
4202,Hyundai i20 2015-2017 Magna 1.2,2016,550000,40000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
4203,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,551000,110000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,205.0,5.0,3250.0,Ford
4204,Honda Amaze S i-VTEC,2018,585000,15000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,109.0,5.0,4500.0,Honda
4205,Hyundai Accent Executive,2013,172000,120000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,124.6,5.0,3500.0,Hyundai
4206,Tata Tiago 1.05 Revotorq XT Option,2017,350000,24000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,140.0,5.0,3000.0,Tata
4207,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,700000,53000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205.0,5.0,3250.0,Ford
4208,Maruti Alto LXi,2011,148000,40000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4209,Maruti Eeco CNG HTR 5-STR,2016,330000,47370,CNG,Individual,Manual,First Owner,21.94,1196.0,63.0,83.0,5.0,3000.0,Maruti
4210,Skoda Octavia Ambiente 1.9 TDI MT,2007,110000,120000,Diesel,Individual,Manual,Second Owner,18.7,1896.0,66.0,210.0,5.0,1900.0,Skoda
4211,Maruti Swift VDI Windsong Limited edition,2015,450000,100000,Diesel,Individual,Manual,First Owner,25.2,1248.0,73.94,190.0,5.0,2000.0,Maruti
4212,Chevrolet Captiva LT,2009,260000,80000,Diesel,Individual,Manual,Second Owner,11.5,1991.0,147.9,320.0,7.0,2000.0,Chevrolet
4213,Hyundai i10 Sportz,2011,200000,91000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8,5.0,4000.0,Hyundai
4214,Maruti Ritz LDi,2013,245000,80000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190.0,5.0,2000.0,Maruti
4215,Maruti Eeco CNG 5 Seater AC BSIV,2016,320000,80000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,85.0,5.0,3000.0,Maruti
4216,Hyundai Accent GLE CNG,2008,120000,110000,CNG,Individual,Manual,Third Owner,13.2,1495.0,94.0,1.2746452662224104,5.0,3500.0,Hyundai
4217,Skoda Superb Elegance 2.0 TDI CR AT,2013,600000,90000,Diesel,Individual,Automatic,First Owner,17.2,1968.0,138.1,320.0,5.0,2500.0,Skoda
4218,Volkswagen Passat 1.8 TSI MT,2010,300000,120000,Petrol,Individual,Manual,Second Owner,14.3,1798.0,160.0,250.0,5.0,4500.0,Volkswagen
4219,Ford Figo 1.5D Trend MT,2016,400000,45217,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,215.0,5.0,3000.0,Ford
4220,Hyundai Sonata 2.4 GDi MT,2012,525000,70000,Petrol,Individual,Manual,Second Owner,13.44,2359.0,198.25,250.0,5.0,4250.0,Hyundai
4221,Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,133000,Diesel,Individual,Manual,First Owner,20.3,1248.0,75.0,197.0,5.0,1750.0,Fiat
4222,Fiat Grande Punto 1.3 Emotion (Diesel),2011,220000,117000,Diesel,Individual,Manual,Second Owner,20.3,1248.0,75.0,197.0,5.0,1750.0,Fiat
4223,Honda City 1.5 V MT,2011,500000,35000,Petrol,Individual,Manual,First Owner,17.0,1497.0,118.0,146.0,5.0,4800.0,Honda
4224,Hyundai Accent GLE,2003,59000,70000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,1.2746452662224104,5.0,3500.0,Hyundai
4225,Maruti Alto LX,2011,130000,60000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4226,Ford Fiesta 1.4 SXi TDCi,2009,180000,163000,Diesel,Dealer,Manual,First Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Ford
4227,Volkswagen Polo Diesel Trendline 1.2L,2011,220000,222300,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,180.0,5.0,2000.0,Volkswagen
4228,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,625000,100000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.57,200.0,7.0,3400.0,Toyota
4229,Maruti Ritz LDi,2013,295000,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190.0,5.0,2000.0,Maruti
4230,Maruti Swift VDI BSIV,2011,350000,160000,Diesel,Individual,Manual,First Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Maruti
4231,Maruti Swift VVT VXI,2017,509999,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,113.0,5.0,4200.0,Maruti
4232,Maruti Alto 800 LXI CNG,2020,370000,16000,CNG,Individual,Manual,First Owner,33.0,796.0,47.3,69.0,5.0,3500.0,Maruti
4233,Hyundai Grand i10 Sportz,2016,370000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,Hyundai
4234,Maruti Swift 1.3 VXi,2009,180000,50000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Maruti
4235,Mahindra Quanto C8,2012,300000,210000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,240.0,7.0,2800.0,Mahindra
4236,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,850000,100000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,8.0,3400.0,Toyota
4237,Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1150000,40000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200.0,7.0,3600.0,Toyota
4238,Jaguar XF 3.0 Litre S Premium Luxury,2016,3500000,35000,Diesel,Individual,Automatic,First Owner,14.74,2993.0,270.9,600.0,5.0,2000.0,Jaguar
4239,Mahindra TUV 300 T10,2018,775000,50000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,240.0,7.0,2800.0,Mahindra
4240,Honda City 1.5 V MT Exclusive,2010,310000,91000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146.0,5.0,4800.0,Honda
4241,Jeep Compass 2.0 Longitude Option BSIV,2017,1550000,50000,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,350.0,5.0,2500.0,Jeep
4242,Fiat Linea 1.3 Multijet Active,2015,375000,67000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.7,209.0,5.0,2000.0,Fiat
4243,Hyundai Grand i10 Sportz,2015,500000,40000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114.0,5.0,4000.0,Hyundai
4244,Maruti Ritz ZDi,2013,300000,100000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,190.0,5.0,2000.0,Maruti
4245,Maruti Swift Dzire LDI,2013,350000,185000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190.0,5.0,2000.0,Maruti
4246,Hyundai Grand i10 CRDi Magna,2015,350000,80000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,160.0,5.0,2750.0,Hyundai
4247,Isuzu D-Max V-Cross Z Prestige,2019,1900000,30000,Diesel,Individual,Automatic,First Owner,12.4,1999.0,147.9,350.0,5.0,2600.0,Isuzu
4248,Tata Nexon 1.2 Revotron XM,2020,537000,5000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,170.0,5.0,4000.0,Tata
4249,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,585000,10000,Petrol,Individual,Manual,First Owner,18.78,999.0,75.0,95.0,5.0,4300.0,Volkswagen
4250,Hyundai Santro LP - Euro II,2002,56000,60000,Petrol,Individual,Manual,First Owner,19.369999999999997,1248.0,81.86,150.0,5.0,3000.0,Hyundai
4251,Maruti Ertiga VDI,2012,350000,140000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,Maruti
4252,Hyundai Elite i20 Sportz Plus BSIV,2019,700000,19000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117.0,5.0,4000.0,Hyundai
4253,Maruti Ertiga SHVS VDI,2017,849000,44600,Diesel,Dealer,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750.0,Maruti
4254,Volkswagen Polo GT TSI BSIV,2014,574000,28080,Petrol,Dealer,Automatic,First Owner,0.0,1197.0,103.25,175.0,5.0,4100.0,Volkswagen
4255,Hyundai i20 Magna 1.2,2014,484999,28800,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,114.7,5.0,4000.0,Hyundai
4256,Renault KWID RXT,2018,360000,21900,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,72.0,5.0,4386.0,Renault
4257,Volkswagen Polo GT TSI BSIV,2014,575000,28100,Petrol,Dealer,Automatic,First Owner,0.0,1197.0,103.25,175.0,5.0,4100.0,Volkswagen
4258,Hyundai i20 Asta 1.4 CRDi,2016,700000,100000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7,5.0,2750.0,Hyundai
4259,Maruti Swift Dzire AMT VDI,2019,825000,7673,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,Maruti
4260,Maruti Wagon R LXI Minor,2008,114999,100000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84.0,5.0,3500.0,Maruti
4261,Tata Manza Aqua Safire,2009,150000,75000,Petrol,Individual,Manual,Second Owner,15.0,1368.0,90.0,116.0,5.0,4750.0,Tata
4262,Maruti Swift Dzire AMT ZDI Plus,2018,851000,50000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,190.0,5.0,2000.0,Maruti
4263,Hyundai Verna 1.4 VTVT,2014,550000,40000,Petrol,Individual,Manual,First Owner,17.43,1396.0,105.5,135.3,5.0,5000.0,Hyundai
4264,Maruti Ertiga SHVS VDI,2016,890000,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200.0,7.0,1750.0,Maruti
4265,Mahindra Scorpio 1.99 S10,2014,900000,110000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,280.0,7.0,2800.0,Mahindra
4266,Chevrolet Beat Diesel LS,2013,210000,96272,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150.0,5.0,1750.0,Chevrolet
4267,BMW 3 Series 320d Prestige,2015,1650000,74000,Diesel,Individual,Automatic,First Owner,18.88,1995.0,184.0,380.0,5.0,2750.0,BMW
4268,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,750000,168000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,2.0802210744749736,7.0,3400.0,Toyota
4269,Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,140.0,5.0,3000.0,Tata
4270,Maruti Vitara Brezza ZDi AMT,2020,925000,7400,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,200.0,5.0,1750.0,Maruti
4271,Maruti Swift Dzire VXi,2011,275000,70000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,114.0,5.0,4000.0,Maruti
4272,Maruti Wagon R LXI Minor,2009,175000,67000,Petrol,Individual,Manual,First Owner,18.9,1061.0,67.0,84.0,5.0,3500.0,Maruti
4273,Ford Fusion 1.4 TDCi Diesel,2009,155000,110000,Diesel,Individual,Manual,Third Owner,17.7,1399.0,68.0,1.6315459407646853,5.0,2000.0,Ford
4274,Maruti SX4 VDI,2012,325000,175000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,200.0,5.0,1750.0,Maruti
4275,Mahindra Scorpio LX BSIV,2014,700000,120000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290.0,9.0,2800.0,Mahindra
4276,Tata Indica V2 DiCOR DLG BS-III,2008,50000,120000,Diesel,Individual,Manual,Third Owner,17.5,1396.0,70.0,1.4581941845584376,5.0,3000.0,Tata
4277,Mahindra Scorpio LX,2012,450000,370000,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,290.0,9.0,2800.0,Mahindra
4278,Hyundai Verna 1.6 SX CRDi (O),2014,645000,150360,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,259.8,5.0,2750.0,Hyundai
4279,Tata Tigor 1.05 Revotorq XZ,2017,597000,15000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,140.0,5.0,3000.0,Tata
4280,Renault KWID AMT,2018,400000,30000,Petrol,Individual,Automatic,Second Owner,24.04,999.0,67.0,91.0,5.0,4250.0,Renault
4281,Maruti Swift Vdi BSIII,2009,300000,150000,Diesel,Individual,Manual,First Owner,17.8,1248.0,75.0,190.0,5.0,2000.0,Maruti
4282,Maruti Swift VDI BSIV,2015,573000,100000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190.0,5.0,2000.0,Maruti
4283,Maruti Alto K10 LXI,2011,180000,70000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,90.0,5.0,3500.0,Maruti
4284,Tata Nano Lx,2011,70000,40000,Petrol,Individual,Manual,First Owner,26.0,624.0,35.0,0.48946378222940556,4.0,3000.0,Tata
4285,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000,154000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,2.0802210744749736,8.0,3400.0,Toyota
4286,Hyundai Accent GLS 1.6 ABS,2004,110000,110000,Petrol,Individual,Manual,Second Owner,14.4,1599.0,94.0,1.2746452662224104,5.0,3500.0,Hyundai
4287,Maruti Ertiga VDI,2013,450000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200.0,7.0,1750.0,Maruti
4288,Tata Sumo Gold GX,2013,310000,145000,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,250.0,7.0,2000.0,Tata
4289,Mahindra KUV 100 D75 K8,2017,400000,30000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190.0,6.0,2250.0,Mahindra
4290,Maruti Swift ZDi,2014,390000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,190.0,5.0,2000.0,Maruti
4291,Maruti Alto LXi,2011,122000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,62.0,5.0,3000.0,Maruti
4292,Hyundai i20 1.4 CRDi Sportz,2012,330000,40000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,2.2841643170705592,5.0,2750.0,Hyundai
4293,Mahindra Scorpio SLE BSIV,2010,300000,166000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,290.0,8.0,2800.0,Mahindra
